,CityId,InvitorCityId,NumOutInvs,norm,InvitationProb
0,379,380,137,1692,0.08096926713947991
1,381,380,39,1692,0.02304964539007092
2,382,380,5,1692,0.002955082742316785
3,383,380,10,1692,0.00591016548463357
4,384,380,12,1692,0.0070921985815602835
5,385,380,55,1692,0.03250591016548463
6,386,380,3,1692,0.0017730496453900709
7,387,380,8,1692,0.004728132387706856
8,388,380,2,1692,0.001182033096926714
9,389,380,10,1692,0.00591016548463357
10,390,380,4,1692,0.002364066193853428
11,391,380,3,1692,0.0017730496453900709
12,392,380,9,1692,0.005319148936170213
13,394,380,3,1692,0.0017730496453900709
14,395,380,6,1692,0.0035460992907801418
15,396,380,7,1692,0.004137115839243499
16,397,380,7,1692,0.004137115839243499
17,398,380,3,1692,0.0017730496453900709
18,399,380,2,1692,0.001182033096926714
19,1682,380,2,1692,0.001182033096926714
20,1702,380,4,1692,0.002364066193853428
21,1722,380,1,1692,0.000591016548463357
22,1742,380,2,1692,0.001182033096926714
23,1782,380,1,1692,0.000591016548463357
24,1822,380,4,1692,0.002364066193853428
25,1842,380,4,1692,0.002364066193853428
26,1862,380,3,1692,0.0017730496453900709
27,1882,380,4,1692,0.002364066193853428
28,1902,380,4,1692,0.002364066193853428
29,1922,380,2,1692,0.001182033096926714
30,1962,380,1,1692,0.000591016548463357
31,1982,380,1,1692,0.000591016548463357
32,2023,380,3,1692,0.0017730496453900709
33,2062,380,2,1692,0.001182033096926714
34,2063,380,1,1692,0.000591016548463357
35,2082,380,1,1692,0.000591016548463357
36,2084,380,2,1692,0.001182033096926714
37,2102,380,2,1692,0.001182033096926714
38,2103,380,2,1692,0.001182033096926714
39,2104,380,9,1692,0.005319148936170213
40,2105,380,1,1692,0.000591016548463357
41,2122,380,3,1692,0.0017730496453900709
42,2143,380,1,1692,0.000591016548463357
43,2145,380,7,1692,0.004137115839243499
44,2146,380,1,1692,0.000591016548463357
45,2147,380,3,1692,0.0017730496453900709
46,2343,380,1,1692,0.000591016548463357
47,2742,380,1,1692,0.000591016548463357
48,2743,380,1,1692,0.000591016548463357
49,2942,380,2,1692,0.001182033096926714
50,2944,380,1,1692,0.000591016548463357
51,3142,380,3,1692,0.0017730496453900709
52,3143,380,1,1692,0.000591016548463357
53,3542,380,3,1692,0.0017730496453900709
54,3543,380,14,1692,0.008274231678486997
55,3742,380,1,1692,0.000591016548463357
56,3942,380,2,1692,0.001182033096926714
57,3944,380,4,1692,0.002364066193853428
58,4142,380,1,1692,0.000591016548463357
59,4144,380,1,1692,0.000591016548463357
