,CityId,Latitude,Longitude,PopLog,CityName
296,16143,46.2163238,19.8894811,3.782974,Morahalom
297,16144,48.1095123,20.8591603,3.829304,Felsozsolca
298,16342,47.54312210000001,19.606613600000006,3.372175,Zsambok
299,16343,47.0013136,21.488646,3.713659,Komadi
300,16344,46.16130379999999,18.3527689,3.542327,Hosszuheteny
301,16346,46.9241978,21.2598799,3.824776,Veszto
302,16348,47.2526516,20.525942800000006,3.807197,Fegyvernek
303,16349,47.3341052,19.9519935,3.5424519999999995,Tapiogyorgye
304,16350,46.8417783,18.337205,3.324282,Lajoskomarom
305,16351,46.74228710000001,21.3836478,4.000477,Sarkad
306,16353,47.5645624,18.7316561,3.131298,Tok
307,16354,47.4195089,17.015428699999998,3.382737,Repcelak
308,16355,46.3900215,18.958962,3.458336,Dusnok
309,16356,47.6303011,19.5190457,3.492062,Hevizgyork
310,16542,47.0479725,18.7901236,3.595717,Perkata
311,16543,47.3227042,18.233096,3.607562,Bodajk
312,16544,48.0187144,21.3762342,3.741703,Tiszalok
313,16545,47.8008977,21.6829931,4.11411,Ujfeherto
314,16546,48.2015243,20.9275021,3.728191,Szikszo
315,16547,47.4760139,20.5997748,3.5935080000000004,Abadszalok
316,16548,47.1208993,18.8631074,3.592399,Adony
317,16549,45.87354439999999,17.8514053,3.4396480000000005,Sellye
318,16550,47.3321179,19.875391600000004,3.786893,Tapioszele
319,16551,46.9561402,18.858991600000003,3.607562,Nagyvenyim
320,16552,47.4891593,19.5806089,3.646502,Koka
321,16554,46.828315,17.6303514,3.0261240000000003,Revfulop
322,16555,46.433204,16.7230843,3.607777,Letenye
323,16556,47.3432696,19.2362156,3.5369370000000004,Felsopakony
324,16557,47.496236,18.7448861,3.3293980000000003,Herceghalom
325,16743,47.9144882,17.1558011,3.541454,Hegyeshalom
326,16744,47.8175357,20.903168,3.770189,Mezocsat
327,16745,48.122594,21.7102156,3.835183,Ibrany
328,16746,46.8461983,16.5852286,3.480151,Zalalovo
329,16747,46.8752316,19.2225016,3.770557,Szabadszallas
330,16748,47.0200511,19.0321758,3.463296,Tass
331,16749,47.3676404,18.7408651,3.098298,Gyuro
332,16750,46.83661160000001,18.9535749,3.177248,Dunaegyhaza
333,16751,48.1778501,22.0522301,3.547529,Ajak
334,16752,46.800917,19.3595369,3.771146,Izsak
335,16754,48.2256872,21.9244483,3.591065,Dombrad
336,16755,46.80143620000001,17.4331745,2.915927,Szigliget
337,16756,46.2824922,18.459239,3.356599,Nagymanyok
338,16757,47.4135085,19.5238494,3.4289440000000004,Uri
339,16942,47.7400504,19.6773099,3.769377,Lorinci
340,16943,46.9618183,21.0774039,3.661055,Korosladany
341,16944,47.1297585,19.4309024,3.696007,Orkeny
342,16945,47.9960713,19.1989343,3.543696,Ersekvadkert
343,16946,47.237503,18.6722759,3.557507,Kapolnasnyek
344,16947,46.82629179999999,17.8341937,3.275311,Balatonszarszo
345,16948,47.7573845,18.44347,3.3044910000000005,Sutto
346,16949,47.10455820000001,21.210613100000003,3.7532,Fuzesgyarmat
347,17142,47.6541958,18.7935633,3.201943,Pilisjaszfalu
348,17143,47.3622153,19.6867465,3.537693,Tapiobicske
349,17144,46.9163658,18.971653600000003,3.595165,Dunavecse
350,17145,46.7705943,18.6284199,3.3977660000000003,Cece
351,17146,46.54982,19.6756762,3.3747480000000003,Szank
352,17147,47.3539466,21.5709171,3.949683,Derecske
353,17148,46.4229794,19.1784944,3.366049,Csaszartoltes
354,17149,46.2049292,19.537401100000004,3.657343,Tompa
355,17150,47.9922271,20.8305698,3.699057,Nyekladhaza
356,17151,47.2671482,18.9672674,3.365301,Szigetcsep
357,17152,47.7696461,17.5400735,3.302331,Dunaszeg
358,17153,47.4285575,21.1593087,3.942901,Nadudvar
359,17154,47.14733270000001,18.8311498,3.462248,Ivancsa
360,17155,47.2286092,18.9576052,3.328176,Szigetszentmarton
361,17156,46.2559563,18.1065598,3.516139,Sasd
362,17157,47.0529379,18.9163165,3.4358440000000003,Kulcs
363,17158,46.0048239,18.6236136,3.396025,Lanycsok
364,17159,46.5952164,21.024918300000003,3.718917,Ujkigyos
365,17160,47.7158378,19.0956199,3.305566,Pocsmegyer
366,17161,46.7601687,16.783681899999998,3.187521,Gellenhaza
367,17342,47.4303237,19.4552503,3.623663,Mende
368,17343,47.6350173,18.076194,3.469527,Nagyigmand
369,17344,48.0703015,20.8819968,3.773567,Alsozsolca
370,17542,46.8717052,20.4851283,3.575765,Bekesszentandras
371,17742,47.51595220000001,17.5166682,3.588496,Tet
372,17743,46.2908883,18.9959263,3.5673790000000003,Sukosd
373,17744,47.673439,18.8184572,3.373647,Piliscsev
374,17745,47.8068226,19.1758423,3.420781,Kosd
375,17942,46.9324818,18.7790405,3.669967,Mezofalva
376,18142,45.9994626,18.4535831,3.262451,Szederkeny
377,18542,46.9358768,19.4825067,3.79934,Kerekegyhaza
378,18543,48.0147562,20.8236937,3.613947,Malyi
379,18544,46.12402470000001,19.1558176,3.418135,Bacsbokod
380,18742,46.2151957,19.3792097,3.705949,Melykut
381,18743,47.6593942,19.443391100000003,3.3207690000000003,Iklad
382,18942,46.6934534,17.8385506,3.168203,Karad
383,19142,47.05639779999999,18.3067942,3.842859,Polgardi
384,19143,47.0898193,20.2343365,3.729084,Rakoczifalva
385,19144,47.7094372,19.236304500000006,3.271842,Vacratot
386,19145,46.5851274,20.221903,3.647383,Szegvar
387,19342,48.1322422,21.7593891,3.747334,Nagyhalasz
388,19343,47.566305,20.0157116,3.324282,Jaszdozsa
389,19344,48.0207169,20.0608218,2.5634810000000003,Ivad
390,19345,47.7191669,19.1819507,3.523096,Szod
391,19346,47.2200186,19.3841049,3.444045,Ujhartyan
392,19347,47.770088,21.860131600000003,3.793441000000001,Balkany
393,19542,46.7176727,17.4945314,3.265761,Balatonfenyves
394,19543,47.6088065,18.5063222,3.4276480000000005,Tarjan
395,19544,46.8147826,17.571499600000006,2.64836,Abrahamhegy
396,19545,46.8219617,19.9893055,3.690816,Tiszaalpar
397,19546,46.4981379,21.0280887,3.5671440000000003,Medgyesegyhaza
398,19547,47.6549475,19.2367726,3.198382,Csomad
399,19742,45.9869356,18.5345339,2.93044,Szajk
400,19743,47.4661125,17.0898826,3.407051,Beled
401,19744,46.3216659,19.9216744,3.513484,Bordany
402,19745,46.218246,20.2378885,3.561578,Deszk
403,19747,47.2881601,21.3642071,3.601843,Foldes
404,19748,46.7641925,17.3095703,3.360025,Vonyarcvashegy
405,19749,46.2519609,18.9793252,3.451479,Ersekcsanad
406,19750,47.3146713,19.165704,3.716504,Alsonemedi
407,19751,46.8415658,16.4182244,3.067071,Oriszentpeter
408,19752,46.530011,18.8118978,3.4014010000000003,Dunaszentgyorgy
409,19753,47.104052,17.4364185,3.635986,Devecser
410,19755,47.1650755,19.4070801,3.614264,Hernad
411,19942,47.587121,16.979981600000002,3.133219,Vitnyed
412,19943,46.6348863,20.8347918,3.697317,Csorvas
413,19944,47.6743594,18.6813525,3.432649,Sarisap
414,19945,48.1918518,21.2742214,3.327972,Mad
415,19946,46.8057988,17.514692999999998,3.3180629999999995,Badacsonytomaj
416,19947,46.8736335,20.0003712,3.648555,Lakitelek
417,19948,47.3676021,18.6765141,3.4015730000000004,Val
418,20142,47.6844833,21.6691853,4.095448,Hajduhadhaz
419,20342,47.2416179,19.3667431,3.437275,Kakucs
420,20343,48.1298284,21.3455658,3.4508650000000003,Tarcal
421,20344,46.3371407,19.8486229,3.497206,Ulles
422,20542,46.62358370000001,18.6554107,3.4179699999999995,Nagydorog
423,20543,47.0349778,18.1079681,3.504471,Balatonkenese
424,20544,47.8909561,17.329325100000002,3.473195,Halaszi
425,20545,46.2843291,18.7600689,3.607348,Decs
426,20546,46.0348577,18.153296,3.344196,Pellerd
427,20547,46.6715027,20.672749300000003,3.705008,Nagyszenas
428,20548,47.6489476,18.3644373,3.457882,Baj
429,20742,46.111566,18.9854333,3.534153,Vaskut
430,20743,46.9641731,18.159314,3.071514,Balatonvilagos
431,20744,46.6909821,19.206353600000003,3.509202,Akaszto
432,20942,47.7258495,18.5579539,3.192289,Bajot
433,20943,47.2477469,20.6720305,3.667173000000001,Kenderes
434,20944,47.4994568,20.4925043,3.4237370000000005,Kiskore
435,20945,46.5607855,17.1221529,3.266232,Zalakaros
436,20946,46.8768155,21.0233046,3.393926,Korostarcsa
437,20947,47.5836296,20.172738100000004,3.386499,Jaszszentandras
438,20948,47.2627494,19.502638600000004,3.5859120000000004,Nyaregyhaza
439,20949,47.2169395,18.542766600000004,3.505014,Pakozd
440,21342,47.1005785,20.1474605,3.641474,Toszeg
441,21343,47.6120536,17.796963100000003,3.367915,Per
442,21344,47.7661279,19.7019335,3.439964,Petofibanya
443,21345,46.9755241,19.0132851,3.4513260000000003,Szalkszentmarton
444,21346,47.5910684,18.6439003,3.161368,Gyermely
445,21542,47.98736160000001,19.5472495,3.155336,Nograd
446,21543,46.335276,20.2084058,3.720242,Algyo
447,21544,46.9355693,16.8536837,3.002598,Egervar
448,21742,47.3863531,20.837934,3.004321,Berekfurdo
449,21743,47.3839188,20.0565734,3.384533,Janoshida
450,21744,47.4712353,21.4914725,3.642465,Ebes
451,21942,47.7947098,20.00018,3.397593,Abasar
