,CityId,InvitorCityId,NumOutInvs,norm,InvitationProb
0,379,380,261,2953,0.08838469353200136
1,381,380,51,2953,0.017270572299356586
2,382,380,13,2953,0.0044023027429732475
3,383,380,9,2953,0.0030477480528276328
4,384,380,12,2953,0.004063664070436844
5,385,380,95,2953,0.032170673890958346
6,386,380,13,2953,0.0044023027429732475
7,387,380,10,2953,0.0033863867253640365
8,388,380,9,2953,0.0030477480528276328
9,389,380,18,2953,0.0060954961056552655
10,390,380,7,2953,0.0023704707077548256
11,391,380,3,2953,0.001015916017609211
12,392,380,10,2953,0.0033863867253640365
13,393,380,4,2953,0.0013545546901456147
14,394,380,1,2953,0.0003386386725364037
15,395,380,7,2953,0.0023704707077548256
16,396,380,16,2953,0.005418218760582459
17,397,380,5,2953,0.0016931933626820183
18,398,380,2,2953,0.0006772773450728074
19,399,380,1,2953,0.0003386386725364037
20,1682,380,1,2953,0.0003386386725364037
21,1702,380,5,2953,0.0016931933626820183
22,1722,380,1,2953,0.0003386386725364037
23,1742,380,2,2953,0.0006772773450728074
24,1762,380,3,2953,0.001015916017609211
25,1782,380,5,2953,0.0016931933626820183
26,1802,380,2,2953,0.0006772773450728074
27,1822,380,3,2953,0.001015916017609211
28,1842,380,1,2953,0.0003386386725364037
29,1862,380,8,2953,0.0027091093802912294
30,1882,380,7,2953,0.0023704707077548256
31,1902,380,3,2953,0.001015916017609211
32,1922,380,4,2953,0.0013545546901456147
33,1942,380,1,2953,0.0003386386725364037
34,1962,380,1,2953,0.0003386386725364037
35,1982,380,3,2953,0.001015916017609211
36,2002,380,3,2953,0.001015916017609211
37,2022,380,1,2953,0.0003386386725364037
38,2023,380,6,2953,0.002031832035218422
39,2042,380,2,2953,0.0006772773450728074
40,2062,380,4,2953,0.0013545546901456147
41,2063,380,2,2953,0.0006772773450728074
42,2082,380,3,2953,0.001015916017609211
43,2083,380,1,2953,0.0003386386725364037
44,2084,380,2,2953,0.0006772773450728074
45,2102,380,2,2953,0.0006772773450728074
46,2103,380,7,2953,0.0023704707077548256
47,2104,380,13,2953,0.0044023027429732475
48,2105,380,1,2953,0.0003386386725364037
49,2122,380,7,2953,0.0023704707077548256
50,2142,380,1,2953,0.0003386386725364037
51,2143,380,3,2953,0.001015916017609211
52,2144,380,4,2953,0.0013545546901456147
53,2145,380,13,2953,0.0044023027429732475
54,2146,380,1,2953,0.0003386386725364037
55,2147,380,2,2953,0.0006772773450728074
56,2343,380,3,2953,0.001015916017609211
57,2742,380,1,2953,0.0003386386725364037
58,2743,380,2,2953,0.0006772773450728074
59,2943,380,1,2953,0.0003386386725364037
60,2944,380,1,2953,0.0003386386725364037
61,3142,380,2,2953,0.0006772773450728074
62,3143,380,1,2953,0.0003386386725364037
63,3342,380,1,2953,0.0003386386725364037
64,3542,380,3,2953,0.001015916017609211
65,3543,380,25,2953,0.008465966813410091
66,3742,380,1,2953,0.0003386386725364037
67,3942,380,7,2953,0.0023704707077548256
68,3944,380,8,2953,0.0027091093802912294
69,4142,380,4,2953,0.0013545546901456147
70,4144,380,2,2953,0.0006772773450728074
71,4342,380,2,2953,0.0006772773450728074
72,4542,380,5,2953,0.0016931933626820183
73,4544,380,2,2953,0.0006772773450728074
74,4742,380,1,2953,0.0003386386725364037
75,4743,380,1,2953,0.0003386386725364037
76,4744,380,67,2953,0.022688791059939047
77,5142,380,1,2953,0.0003386386725364037
78,5145,380,3,2953,0.001015916017609211
79,5346,380,1,2953,0.0003386386725364037
80,5743,380,1,2953,0.0003386386725364037
81,5942,380,2,2953,0.0006772773450728074
82,6142,380,4,2953,0.0013545546901456147
83,6143,380,2,2953,0.0006772773450728074
84,6145,380,6,2953,0.002031832035218422
85,6342,380,29,2953,0.009820521503555706
86,6542,380,1,2953,0.0003386386725364037
87,6543,380,2,2953,0.0006772773450728074
88,6743,380,2,2953,0.0006772773450728074
89,6744,380,2,2953,0.0006772773450728074
90,6745,380,1,2953,0.0003386386725364037
91,6746,380,2,2953,0.0006772773450728074
92,6747,380,7,2953,0.0023704707077548256
93,7142,380,10,2953,0.0033863867253640365
94,7143,380,14,2953,0.004740941415509651
95,7144,380,1,2953,0.0003386386725364037
96,7343,380,92,2953,0.031154757873349138
97,7743,380,1,2953,0.0003386386725364037
98,7943,380,2,2953,0.0006772773450728074
