,CityId,InvitorCityId,NumOutInvs
0,379,379,42519
1,380,379,287
2,381,379,367
3,382,379,232
4,383,379,220
5,384,379,151
6,385,379,217
7,386,379,186
8,387,379,176
9,388,379,78
10,389,379,170
11,390,379,134
12,391,379,110
13,392,379,115
14,393,379,98
15,394,379,114
16,395,379,305
17,396,379,169
18,397,379,74
19,398,379,102
20,399,379,88
21,1682,379,104
22,1702,379,75
23,1722,379,84
24,1742,379,99
25,1762,379,148
26,1782,379,97
27,1802,379,76
28,1822,379,61
29,1842,379,49
30,1862,379,82
31,1882,379,172
32,1902,379,176
33,1922,379,42
34,1942,379,57
35,1962,379,62
36,1982,379,51
37,2002,379,57
38,2003,379,50
39,2022,379,73
40,2023,379,57
41,2042,379,72
42,2062,379,76
43,2063,379,34
44,2082,379,51
45,2083,379,44
46,2084,379,38
47,2102,379,28
48,2103,379,109
49,2104,379,33
50,2105,379,108
51,2122,379,47
52,2142,379,43
53,2143,379,40
54,2144,379,30
55,2145,379,60
56,2146,379,53
57,2147,379,31
58,2342,379,34
59,2343,379,27
60,2742,379,29
61,2743,379,51
62,2744,379,22
63,2942,379,91
64,2943,379,99
65,2944,379,27
66,3142,379,52
67,3143,379,20
68,3342,379,9
69,3542,379,21
70,3543,379,50
71,3742,379,68
72,3942,379,57
73,3943,379,50
74,3944,379,85
75,3945,379,15
76,4142,379,22
77,4143,379,58
78,4144,379,111
79,4342,379,22
80,4542,379,33
81,4543,379,38
82,4544,379,45
83,4742,379,11
84,4743,379,27
85,4744,379,31
86,4942,379,86
87,5142,379,37
88,5143,379,41
89,5144,379,15
90,5145,379,18
91,5342,379,33
92,5343,379,12
93,5344,379,12
94,5345,379,12
95,5346,379,30
96,5542,379,13
97,5543,379,25
98,5742,379,17
99,5743,379,41
100,5942,379,85
101,6142,379,36
102,6143,379,45
103,6144,379,14
104,6145,379,26
105,6146,379,26
106,6342,379,45
107,6343,379,20
108,6542,379,27
109,6543,379,27
110,6742,379,14
111,6743,379,35
112,6744,379,17
113,6745,379,12
114,6746,379,53
115,6747,379,36
116,6942,379,4
117,7142,379,46
118,7143,379,40
119,7144,379,31
120,7145,379,9
121,7343,379,40
122,7542,379,165
123,7742,379,49
124,7743,379,40
125,7942,379,15
126,7943,379,46
127,7944,379,17
128,8142,379,25
129,8143,379,33
130,8144,379,24
131,8145,379,12
132,8342,379,18
133,8343,379,26
134,8344,379,64
135,8345,379,7
136,8542,379,15
137,8543,379,16
138,8544,379,37
139,8742,379,21
140,8743,379,46
141,8744,379,30
142,8745,379,22
143,8942,379,19
144,8943,379,96
145,8945,379,12
146,8946,379,10
147,8947,379,32
148,8948,379,14
149,9142,379,22
150,9143,379,41
151,9144,379,25
152,9145,379,46
153,9146,379,33
154,9342,379,13
155,9343,379,19
156,9542,379,29
157,9544,379,16
158,9545,379,2
159,9546,379,21
160,9742,379,18
161,9942,379,10
162,9943,379,39
163,9944,379,9
164,9945,379,5
165,9946,379,16
166,9947,379,20
167,9948,379,7
168,9949,379,13
169,9950,379,9
170,9951,379,16
171,9952,379,18
172,9953,379,31
173,9954,379,12
174,9955,379,28
175,10142,379,21
176,10342,379,18
177,10343,379,37
178,10344,379,12
179,10345,379,11
180,10346,379,6
181,10542,379,64
182,10742,379,3
183,10743,379,18
184,10744,379,10
185,10745,379,23
186,10746,379,9
187,10942,379,8
188,10943,379,26
189,10944,379,11
190,10945,379,8
191,10946,379,21
192,10947,379,10
193,10948,379,26
194,10949,379,16
195,11142,379,18
196,11143,379,39
197,11144,379,7
198,11145,379,12
199,11146,379,15
200,11147,379,21
201,11342,379,14
202,11343,379,2
203,11344,379,4
204,11345,379,16
205,11346,379,8
206,11347,379,5
207,11348,379,32
208,11542,379,16
209,11543,379,26
210,11544,379,7
211,11545,379,6
212,11742,379,15
213,11743,379,17
214,11744,379,4
215,11942,379,5
216,12342,379,27
217,12343,379,14
218,12542,379,14
219,12543,379,11
220,12544,379,31
221,12545,379,5
222,12546,379,5
223,12547,379,4
224,12548,379,23
225,12549,379,9
226,12550,379,7
227,12742,379,50
228,12743,379,5
229,12744,379,16
230,12942,379,5
231,12943,379,4
232,13142,379,23
233,13342,379,6
234,13542,379,3
235,13543,379,15
236,13544,379,15
237,13742,379,2
238,13743,379,13
239,13744,379,11
240,13745,379,6
241,13746,379,19
242,13942,379,13
243,13943,379,28
244,14142,379,11
245,14143,379,17
246,14144,379,1
247,14145,379,10
248,14342,379,5
249,14343,379,4
250,14344,379,10
251,14346,379,9
252,14347,379,15
253,14542,379,12
254,14543,379,10
255,14742,379,16
256,14743,379,1
257,14744,379,15
258,14745,379,8
259,14746,379,31
260,14747,379,15
261,14748,379,23
262,14749,379,4
263,14750,379,9
264,14751,379,14
265,14752,379,4
266,14753,379,3
267,14754,379,13
268,14756,379,17
269,14757,379,20
270,14758,379,10
271,14759,379,3
272,14760,379,23
273,14761,379,6
274,14942,379,6
275,14943,379,4
276,15142,379,8
277,15143,379,6
278,15144,379,13
279,15145,379,3
280,15146,379,6
281,15147,379,15
282,15342,379,5
283,15343,379,7
284,15344,379,12
285,15542,379,7
286,15544,379,3
287,15545,379,20
288,15546,379,8
289,15742,379,1
290,15942,379,4
291,15943,379,9
292,15944,379,13
293,15945,379,6
294,16143,379,4
295,16144,379,3
296,16342,379,5
297,16343,379,10
298,16344,379,1
299,16346,379,14
300,16348,379,17
301,16349,379,13
302,16351,379,20
303,16353,379,4
304,16354,379,6
305,16355,379,4
306,16356,379,7
307,16542,379,6
308,16543,379,9
309,16544,379,14
310,16545,379,10
311,16546,379,7
312,16547,379,14
313,16548,379,14
314,16549,379,9
315,16550,379,22
316,16551,379,3
317,16552,379,15
318,16554,379,2
319,16555,379,8
320,16556,379,20
321,16557,379,5
322,16743,379,3
323,16744,379,11
324,16745,379,3
325,16746,379,3
326,16747,379,11
327,16748,379,8
328,16749,379,6
329,16750,379,2
330,16751,379,7
331,16752,379,7
332,16754,379,5
333,16755,379,2
334,16756,379,2
335,16757,379,20
336,16942,379,9
337,16943,379,12
338,16944,379,17
339,16945,379,7
340,16946,379,11
341,16947,379,2
342,16949,379,8
343,17142,379,5
344,17143,379,7
345,17144,379,7
346,17145,379,2
347,17146,379,3
348,17147,379,2
349,17148,379,1
350,17149,379,4
351,17150,379,10
352,17151,379,7
353,17153,379,6
354,17154,379,8
355,17155,379,9
356,17156,379,4
357,17157,379,4
358,17158,379,2
359,17159,379,11
360,17160,379,1
361,17342,379,26
362,17343,379,5
363,17344,379,1
364,17542,379,8
365,17742,379,2
366,17743,379,4
367,17744,379,5
368,17745,379,2
369,17942,379,9
370,18542,379,8
371,18543,379,5
372,18742,379,3
373,18743,379,3
374,18942,379,2
375,19142,379,6
376,19143,379,6
377,19145,379,2
378,19342,379,7
379,19343,379,3
380,19344,379,1
381,19345,379,9
382,19346,379,7
383,19347,379,16
384,19542,379,13
385,19543,379,4
386,19544,379,2
387,19545,379,1
388,19546,379,5
389,19547,379,6
390,19743,379,1
391,19744,379,2
392,19745,379,3
393,19747,379,2
394,19748,379,2
395,19749,379,2
396,19750,379,17
397,19751,379,2
398,19752,379,2
399,19753,379,8
400,19755,379,14
401,19942,379,1
402,19943,379,7
403,19944,379,9
404,19945,379,6
405,19946,379,2
406,19947,379,11
407,19948,379,15
408,20142,379,10
409,20342,379,10
