,CityId,InvitorCityId,NumOutInvs
0,379,379,541
1,380,379,3
2,381,379,7
3,382,379,5
4,383,379,1
5,384,379,1
6,385,379,1
7,386,379,2
8,387,379,3
9,388,379,1
10,389,379,3
11,391,379,1
12,392,379,1
13,394,379,1
14,395,379,3
15,396,379,1
16,397,379,3
17,398,379,3
18,1722,379,1
19,1742,379,1
20,1762,379,4
21,1802,379,3
22,1842,379,1
23,1862,379,1
24,1902,379,2
25,1922,379,1
26,2003,379,1
27,2022,379,1
28,2062,379,2
29,2082,379,1
30,2103,379,2
31,2105,379,1
32,2122,379,1
33,2142,379,2
34,2143,379,1
35,2144,379,1
36,2145,379,1
37,2742,379,1
38,2743,379,1
39,2942,379,1
40,2943,379,1
41,3542,379,1
42,3543,379,1
43,3944,379,1
44,4143,379,1
45,4144,379,2
46,4342,379,1
47,4543,379,1
48,4544,379,2
49,4742,379,1
50,4942,379,3
51,5145,379,1
52,5942,379,1
53,6743,379,1
54,6746,379,1
55,7542,379,5
56,7742,379,1
57,7743,379,1
58,7943,379,1
59,8142,379,1
60,8544,379,1
61,8745,379,1
62,8943,379,1
63,9143,379,1
64,9144,379,1
65,9145,379,2
66,9542,379,1
67,9942,379,1
68,9943,379,4
69,9953,379,1
70,10342,379,1
71,10542,379,3
72,10746,379,1
73,10948,379,1
74,11145,379,1
75,11348,379,1
76,11543,379,1
77,11742,379,1
78,13743,379,1
79,13943,379,1
80,14145,379,1
81,14742,379,1
82,16356,379,1
83,16944,379,1
84,17143,379,1
85,19345,379,1
86,19547,379,1
87,19755,379,1
88,21543,379,1
89,21742,379,1
90,22742,379,1
91,22952,379,1
92,23354,379,1
93,23551,379,1
94,24551,379,1
95,24751,379,1
96,26953,379,1
97,32955,379,1
98,32956,379,1
99,39756,379,1
100,40757,379,1
101,42156,379,1
102,45956,379,1
103,48957,379,1
104,50560,379,1
105,50561,379,1
106,55360,379,1
107,55959,379,1
108,56160,379,1
109,56161,379,1
110,68559,379,1
111,69399,379,1
112,69776,379,1
113,70160,379,1
114,70206,379,1
115,71161,379,1
116,71186,379,1
117,71366,379,1
118,71560,379,1
119,76181,379,1
120,77162,379,1
121,78964,379,1
122,84361,379,1
123,84771,379,1
124,85788,379,1
125,93173,379,1
126,95164,379,1
127,95568,379,1
128,97968,379,1
129,103164,379,1
130,119963,379,1
131,127165,379,1
132,379,380,4
133,380,380,82
134,386,380,1
135,389,380,1
136,4143,380,1
137,7943,380,1
138,11346,380,1
139,14142,380,1
140,15546,380,1
141,23356,380,1
142,23752,380,1
143,49359,380,2
144,51758,380,1
145,69982,380,1
146,73760,380,1
147,100364,380,1
148,108166,380,1
149,113165,380,1
150,115365,380,1
151,379,381,2
152,380,381,1
153,381,381,53
154,397,381,1
155,2145,381,1
156,3944,381,1
157,393,381,1
158,1822,381,1
159,2104,381,1
160,14346,381,1
161,16942,381,1
162,17344,381,1
163,72188,381,1
164,74158,381,1
165,74365,381,1
166,76168,381,1
167,77362,381,1
168,127163,381,1
169,379,382,2
170,382,382,42
171,386,382,1
172,16944,382,1
173,390,382,1
174,2147,382,1
175,3143,382,1
176,3942,382,1
177,6543,382,1
178,14760,382,1
179,15142,382,2
180,22745,382,1
181,24552,382,1
182,28951,382,1
183,44559,382,1
184,55160,382,1
185,60958,382,1
186,67158,382,1
187,71159,382,1
188,379,384,2
189,384,384,29
190,392,384,1
191,2103,384,1
192,3944,384,1
193,1702,384,1
194,6142,384,1
195,26551,384,1
196,31151,384,1
197,36759,384,1
198,69779,384,1
199,69980,384,1
200,71370,384,1
201,87166,384,1
202,379,385,3
203,380,385,1
204,381,385,1
205,385,385,54
206,9542,385,1
207,14142,385,1
208,14346,385,1
209,8743,385,1
210,20948,385,1
211,29151,385,1
212,29958,385,1
213,41556,385,1
214,55358,385,1
215,69802,385,1
216,69852,385,1
217,71770,385,1
218,77564,385,1
219,86568,385,1
220,91763,385,1
221,97764,385,1
222,103765,385,1
223,379,386,1
224,386,386,41
225,2742,386,1
226,2147,386,1
227,5543,386,1
228,16747,386,2
229,18542,386,1
230,19545,386,2
231,30555,386,1
232,40556,386,1
233,68158,386,1
234,87967,386,1
235,379,387,1
236,381,387,1
237,382,387,1
238,387,387,29
239,396,387,1
240,11348,387,1
241,9343,387,1
242,14542,387,1
243,16548,387,1
244,56162,387,1
245,66159,387,1
246,74164,387,1
247,379,388,1
248,380,388,1
249,386,388,1
250,388,388,20
251,6146,388,1
252,6747,388,1
253,24553,388,1
254,82161,388,1
255,87968,388,1
256,116763,388,1
257,379,391,2
258,391,391,20
259,392,391,1
260,2743,391,1
261,69776,391,1
262,2102,391,1
263,109367,391,1
264,379,392,1
265,392,392,21
266,8947,392,1
267,16351,392,1
268,30356,392,1
269,41958,392,1
270,84764,392,2
271,379,393,3
272,383,393,1
273,384,393,1
274,2142,393,1
275,393,393,25
276,399,393,1
277,17161,393,1
278,70194,393,1
279,86174,393,1
280,379,394,1
281,387,394,1
282,394,394,17
283,1862,394,1
284,2142,394,2
285,4342,394,1
286,2063,394,1
287,5345,394,1
288,13744,394,1
289,38362,394,1
290,39159,394,1
291,42756,394,1
292,45357,394,1
293,75970,394,1
294,84776,394,1
295,379,395,4
296,395,395,11
297,2082,395,1
298,7743,395,1
299,68559,395,1
300,5743,395,1
301,30155,395,1
302,71964,395,1
303,379,1682,5
304,1682,1682,3
305,379,1742,1
306,384,1742,2
307,1742,1742,5
308,379,1762,3
309,1722,1762,1
310,1762,1762,4
311,14344,1762,1
312,84765,1762,1
313,379,1782,2
314,1782,1782,4
315,13543,1782,1
316,379,1842,2
317,383,1842,1
318,1842,1842,7
319,64159,1842,1
320,79964,1842,1
321,379,1882,1
322,385,1882,1
323,1882,1882,6
324,1962,1882,1
325,63958,1882,1
326,379,1902,4
327,388,1902,1
328,1902,1902,6
329,379,1942,2
330,1942,1942,1
331,379,2042,3
332,14742,2042,1
333,390,2042,1
334,2042,2042,3
335,379,2062,1
336,386,2062,2
337,2062,2062,6
338,16944,2062,1
339,40556,2062,1
340,51763,2062,1
