,CityId,InvitorCityId,NumOutInvs
0,379,379,7033
1,380,379,60
2,381,379,47
3,382,379,64
4,383,379,67
5,384,379,53
6,385,379,19
7,386,379,34
8,387,379,51
9,388,379,27
10,389,379,16
11,390,379,17
12,391,379,9
13,392,379,10
14,393,379,7
15,394,379,30
16,395,379,50
17,396,379,25
18,397,379,20
19,398,379,11
20,399,379,8
21,1682,379,45
22,1702,379,16
23,1722,379,28
24,1742,379,16
25,1762,379,40
26,1782,379,26
27,1802,379,15
28,1822,379,4
29,1842,379,2
30,1862,379,6
31,1882,379,55
32,1902,379,22
33,1922,379,2
34,1942,379,19
35,1962,379,2
36,1982,379,5
37,2002,379,2
38,2003,379,18
39,2022,379,22
40,2023,379,6
41,2042,379,14
42,2062,379,2
43,2063,379,4
44,2082,379,9
45,2083,379,1
46,2084,379,6
47,2103,379,1
48,2104,379,4
49,2105,379,20
50,2122,379,3
51,2142,379,3
52,2143,379,3
53,2144,379,6
54,2145,379,4
55,2146,379,10
56,2147,379,1
57,2342,379,6
58,2343,379,3
59,2743,379,3
60,2744,379,9
61,2942,379,14
62,2943,379,7
63,2944,379,3
64,3142,379,3
65,3143,379,3
66,3542,379,2
67,3543,379,2
68,3742,379,23
69,3942,379,2
70,3943,379,19
71,3944,379,4
72,4142,379,1
73,4143,379,2
74,4144,379,16
75,4342,379,2
76,4542,379,1
77,4543,379,4
78,4544,379,8
79,4742,379,2
80,4743,379,1
81,4744,379,5
82,4942,379,6
83,5142,379,7
84,5143,379,4
85,5144,379,1
86,5145,379,1
87,5342,379,1
88,5343,379,1
89,5345,379,2
90,5542,379,1
91,5543,379,2
92,5742,379,3
93,5743,379,3
94,5942,379,7
95,6142,379,3
96,6143,379,3
97,6145,379,1
98,6146,379,1
99,6343,379,4
100,6542,379,5
101,6543,379,2
102,6742,379,2
103,6743,379,1
104,6744,379,1
105,6745,379,7
106,6747,379,2
107,6942,379,4
108,7142,379,3
109,7143,379,1
110,7144,379,1
111,7145,379,2
112,7542,379,5
113,7742,379,1
114,7743,379,4
115,7942,379,2
116,7943,379,1
117,8142,379,3
118,8143,379,1
119,8342,379,2
120,8343,379,5
121,8344,379,4
122,8542,379,10
123,8544,379,3
124,8743,379,2
125,8744,379,4
126,8745,379,2
127,8942,379,3
128,8943,379,3
129,8945,379,1
130,8948,379,2
131,9142,379,2
