,CityId,InvitorCityId,NumOutInvs
0,379,379,34603
1,380,379,225
2,381,379,271
3,382,379,158
4,383,379,147
5,384,379,127
6,385,379,177
7,386,379,115
8,387,379,113
9,388,379,59
10,389,379,125
11,390,379,87
12,391,379,97
13,392,379,66
14,393,379,76
15,394,379,59
16,395,379,238
17,396,379,86
18,397,379,59
19,398,379,77
20,399,379,54
21,1682,379,89
22,1702,379,47
23,1722,379,62
24,1742,379,83
25,1762,379,112
26,1782,379,98
27,1802,379,45
28,1822,379,49
29,1842,379,37
30,1862,379,45
31,1882,379,117
32,1902,379,126
33,1922,379,38
34,1942,379,36
35,1962,379,52
36,1982,379,28
37,2002,379,34
38,2003,379,30
39,2022,379,55
40,2023,379,32
41,2042,379,54
42,2062,379,68
43,2063,379,16
44,2082,379,45
45,2083,379,25
46,2084,379,21
47,2102,379,27
48,2103,379,66
49,2104,379,24
50,2105,379,77
51,2122,379,17
52,2142,379,39
53,2143,379,27
54,2144,379,34
55,2145,379,49
56,2146,379,41
57,2147,379,22
58,2342,379,19
59,2343,379,22
60,2742,379,24
61,2743,379,24
62,2744,379,18
63,2942,379,78
64,2943,379,58
65,2944,379,20
66,3142,379,44
67,3143,379,13
68,3342,379,6
69,3542,379,13
70,3543,379,41
71,3742,379,56
72,3942,379,27
73,3943,379,29
74,3944,379,61
75,3945,379,7
76,4142,379,14
77,4143,379,47
78,4144,379,73
79,4342,379,23
80,4542,379,24
81,4543,379,24
82,4544,379,53
83,4742,379,10
84,4743,379,19
85,4744,379,21
86,4942,379,71
87,5142,379,30
88,5143,379,21
89,5144,379,16
90,5145,379,17
91,5342,379,15
92,5343,379,12
93,5344,379,9
94,5345,379,11
95,5346,379,29
96,5542,379,9
97,5543,379,12
98,5742,379,18
99,5743,379,23
100,5942,379,68
101,6142,379,31
102,6143,379,52
103,6144,379,11
104,6145,379,10
105,6146,379,23
106,6342,379,38
107,6343,379,8
108,6542,379,10
109,6543,379,13
110,6742,379,7
111,6743,379,21
112,6744,379,10
113,6745,379,8
114,6746,379,34
115,6747,379,27
116,6942,379,1
117,7142,379,29
118,7143,379,25
119,7144,379,18
120,7145,379,12
121,7343,379,26
122,7542,379,106
123,7742,379,41
124,7743,379,29
125,7942,379,8
126,7943,379,26
127,7944,379,7
128,8142,379,12
129,8143,379,32
130,8144,379,20
131,8145,379,7
132,8342,379,13
133,8343,379,14
134,8344,379,50
135,8345,379,9
136,8542,379,12
137,8543,379,9
138,8544,379,40
139,8742,379,19
140,8743,379,35
