CityId,CityName,Latitude,Longitude,PopLog
13744,Balatonfuzfo,47.0620043,18.0409677,3.633368
13745,Mezohegyes,46.3139611,20.8194076,3.6984480000000004
13746,Toalmas,47.5095624,19.6637179,3.5277589999999996
13942,Kiskunmajsa,46.4906228,19.739312100000006,4.070629
13943,Fehergyarmat,47.9850963,22.5167524,3.8954779999999998
14142,Nagykallo,47.874296,21.8434965,3.9943169999999997
14143,Kartal,47.66792,19.5311002,3.769968
14144,Janossomorja,47.7859228,17.136422800000002,3.7717339999999995
14145,Szada,47.6363477,19.3117491,3.66764
14342,Balmazujvaros,47.6116279,21.3437378,4.239399
14343,Harkany,45.8477907,18.2359978,3.609061
14344,Dany,47.5222089,19.5508325,3.6555230000000005
14346,Sajoszentpeter,48.2183544,20.7087764,4.077913
14347,Simontornya,46.756962,18.5435129,3.605089
14542,Bugyi,47.221978,19.149033600000006,3.733839
14543,Csakvar,47.3918045,18.464064,3.7177540000000002
14544,Zanka,46.872930600000004,17.6833856,2.9670799999999997
14742,Tapioszentmarton,47.340459,19.744694,3.7270529999999997
14743,Fertoszentmiklos,47.588634000000006,16.877426800000002,3.590061
14744,Szigetmonostor,47.6896702,19.1009549,3.3560260000000004
14745,Szob,47.8183245,18.8727585,3.464638
14746,Batonyterenye,47.9957901,19.8276504,4.1005080000000005
14747,Bag,47.6337331,19.4792099,3.5891669999999998
14748,Kunhegyes,47.3703721,20.6310453,3.874076
14749,Szokolya,47.8667937,19.0089279,3.2574389999999998
14750,Nyiradony,47.6913589,21.9053502,3.891983
14751,Veroce,45.8331834,17.3853058,3.5734519999999996
14752,Csolnok,47.6946536,18.717583800000003,3.5122839999999997
14753,Mindszent,46.524022,20.186003,3.825101
14754,Ujszasz,47.28444260000001,20.0702678,3.803457
14755,Pokaszepetk,46.9256917,16.9685234,2.994757
14756,Farmos,47.3616376,19.8489595,3.5588290000000002
14757,Devavanya,47.0313464,20.9620971,3.8820690000000004
14758,Jaszfenyszaru,47.5692314,19.7168149,3.7498139999999998
14759,Sukoro,47.2419579,18.59782,3.11227
14760,Edeleny,48.293613,20.7340134,4.000824
14761,Zamardi,46.8800183,17.945992800000006,3.373464
14942,Perbal,47.5912451,18.759802,3.350054
14943,Gyorujbarat,47.6133844,17.636573300000006,3.794697
15142,Kistelek,46.4704606,19.9812009,3.846337
15143,Kismaros,47.8265758,19.0126276,3.33264
15144,Tiszafoldvar,46.9803541,20.254116600000003,4.046105000000001
15145,Almasfuzito,47.7264305,18.262513,3.3372599999999997
15146,Battonya,46.2858683,21.0218929,3.7454650000000003
15147,Putnok,48.2942607,20.4342869,3.821775
15342,Diosjeno,47.9395202,19.0437008,3.444669
15343,Sandorfalva,46.3657365,20.1042174,3.900531
15344,Mezokovacshaza,46.4073383,20.923600600000004,3.781684
15542,Tokod,47.7231661,18.6588221,3.624798
15544,Vasvar,47.0490649,16.7998821,3.6156339999999996
15545,Inarcs,47.2607788,19.3288579,3.6463059999999996
15546,Hajdudorog,47.8157169,21.500684600000003,3.948804
15742,Hajos,46.3982552,19.117199,3.4960989999999996
15942,Petfurdo,47.1599702,18.1209474,3.6736660000000003
15943,Babolna,47.642224,17.978746700000002,3.562768
15944,Polgar,47.8707939,21.1141032,3.898451
15945,Buk,47.3833959,16.753304999999997,3.543199
16143,Morahalom,46.2163238,19.8894811,3.782974
16144,Felsozsolca,48.1095123,20.8591603,3.829304
16342,Zsambok,47.54312210000001,19.606613600000006,3.372175
16343,Komadi,47.0013136,21.488646,3.713659
16344,Hosszuheteny,46.16130379999999,18.3527689,3.542327
16346,Veszto,46.9241978,21.2598799,3.8247760000000004
16348,Fegyvernek,47.2526516,20.525942800000006,3.807197
16349,Tapiogyorgye,47.3341052,19.9519935,3.5424519999999995
16350,Lajoskomarom,46.8417783,18.337205,3.324282
16351,Sarkad,46.74228710000001,21.3836478,4.000477
16353,Tok,47.5645624,18.7316561,3.131298
16354,Repcelak,47.4195089,17.015428699999998,3.382737
16355,Dusnok,46.3900215,18.958962,3.458336
16356,Hevizgyork,47.6303011,19.5190457,3.492062
16542,Perkata,47.0479725,18.7901236,3.5957169999999996
16543,Bodajk,47.3227042,18.233096,3.607562
16544,Tiszalok,48.0187144,21.3762342,3.741703
16545,Ujfeherto,47.8008977,21.6829931,4.11411
16546,Szikszo,48.2015243,20.9275021,3.7281910000000003
16547,Abadszalok,47.4760139,20.5997748,3.5935080000000004
16548,Adony,47.1208993,18.8631074,3.592399
16549,Sellye,45.87354439999999,17.8514053,3.4396480000000005
16550,Tapioszele,47.3321179,19.875391600000004,3.786893
16551,Nagyvenyim,46.9561402,18.858991600000003,3.607562
16552,Koka,47.4891593,19.580608899999998,3.6465019999999995
16554,Revfulop,46.828315,17.6303514,3.0261240000000003
16555,Letenye,46.433204,16.7230843,3.6077769999999996
16556,Felsopakony,47.3432696,19.2362156,3.5369370000000004
16557,Herceghalom,47.496236,18.7448861,3.3293980000000003
16743,Hegyeshalom,47.9144882,17.1558011,3.541454
16744,Mezocsat,47.8175357,20.903168,3.770189
16745,Ibrany,48.122594,21.7102156,3.8351830000000002
16746,Zalalovo,46.8461983,16.5852286,3.480151
16747,Szabadszallas,46.8752316,19.2225016,3.770557
16748,Tass,47.0200511,19.0321758,3.4632959999999997
16749,Gyuro,47.3676404,18.7408651,3.0982979999999998
16750,Dunaegyhaza,46.83661160000001,18.9535749,3.177248
16751,Ajak,48.1778501,22.0522301,3.547529
16752,Izsak,46.800917,19.3595369,3.771146
16754,Dombrad,48.2256872,21.9244483,3.591065
16755,Szigliget,46.80143620000001,17.4331745,2.915927
16756,Nagymanyok,46.2824922,18.459239,3.3565989999999997
16757,Uri,47.4135085,19.523849399999996,3.4289440000000004
16942,Lorinci,47.7400504,19.6773099,3.7693769999999995
16943,Korosladany,46.9618183,21.0774039,3.661055
16944,Orkeny,47.1297585,19.4309024,3.696007
16945,Ersekvadkert,47.9960713,19.1989343,3.5436959999999997
16946,Kapolnasnyek,47.237503,18.6722759,3.5575069999999998
16947,Balatonszarszo,46.82629179999999,17.8341937,3.275311
16948,Sutto,47.7573845,18.44347,3.3044910000000005
16949,Fuzesgyarmat,47.10455820000001,21.210613100000003,3.7532
17142,Pilisjaszfalu,47.6541958,18.7935633,3.201943
17143,Tapiobicske,47.3622153,19.6867465,3.537693
17144,Dunavecse,46.9163658,18.971653600000003,3.595165
17145,Cece,46.7705943,18.6284199,3.3977660000000003
17146,Szank,46.54982,19.6756762,3.3747480000000003
17147,Derecske,47.3539466,21.5709171,3.9496830000000003
17148,Csaszartoltes,46.4229794,19.1784944,3.366049
17149,Tompa,46.2049292,19.537401100000004,3.657343
17150,Nyekladhaza,47.9922271,20.8305698,3.699057
17151,Szigetcsep,47.2671482,18.9672674,3.365301
17152,Dunaszeg,47.7696461,17.5400735,3.3023309999999997
17153,Nadudvar,47.4285575,21.1593087,3.942901
17154,Ivancsa,47.14733270000001,18.8311498,3.462248
17155,Szigetszentmarton,47.2286092,18.9576052,3.328176
17156,Sasd,46.2559563,18.1065598,3.516139
17157,Kulcs,47.0529379,18.9163165,3.4358440000000003
17158,Lanycsok,46.0048239,18.6236136,3.396025
17159,Ujkigyos,46.5952164,21.024918300000003,3.718917
17160,Pocsmegyer,47.7158378,19.0956199,3.3055660000000002
17161,Gellenhaza,46.7601687,16.783681899999998,3.187521
17342,Mende,47.4303237,19.4552503,3.6236629999999996
17343,Nagyigmand,47.6350173,18.076194,3.469527
17344,Alsozsolca,48.0703015,20.8819968,3.773567
17542,Bekesszentandras,46.8717052,20.4851283,3.575765
17742,Tet,47.51595220000001,17.5166682,3.588496
17743,Sukosd,46.2908883,18.9959263,3.5673790000000003
17744,Piliscsev,47.673439,18.8184572,3.373647
17745,Kosd,47.8068226,19.1758423,3.420781
17942,Mezofalva,46.9324818,18.7790405,3.6699669999999998
18142,Szederkeny,45.9994626,18.4535831,3.262451
18542,Kerekegyhaza,46.9358768,19.4825067,3.79934
18543,Malyi,48.0147562,20.8236937,3.613947
18544,Bacsbokod,46.12402470000001,19.1558176,3.418135
18742,Melykut,46.2151957,19.3792097,3.705949
18743,Iklad,47.6593942,19.443391100000003,3.3207690000000003
18942,Karad,46.693453399999996,17.8385506,3.168203
19142,Polgardi,47.05639779999999,18.3067942,3.842859
19143,Rakoczifalva,47.0898193,20.2343365,3.729084
19144,Vacratot,47.7094372,19.236304500000006,3.271842
19145,Szegvar,46.5851274,20.221903,3.647383
19342,Nagyhalasz,48.1322422,21.7593891,3.7473339999999995
19343,Jaszdozsa,47.566305,20.0157116,3.324282
19344,Ivad,48.0207169,20.0608218,2.5634810000000003
19345,Szod,47.7191669,19.1819507,3.523096
19346,Ujhartyan,47.2200186,19.3841049,3.4440449999999996
19347,Balkany,47.770088,21.860131600000003,3.7934410000000005
19542,Balatonfenyves,46.7176727,17.4945314,3.265761
19543,Tarjan,47.6088065,18.5063222,3.4276480000000005
19544,Abrahamhegy,46.8147826,17.571499600000006,2.64836
19545,Tiszaalpar,46.8219617,19.9893055,3.6908160000000003
19546,Medgyesegyhaza,46.4981379,21.0280887,3.5671440000000003
19547,Csomad,47.6549475,19.2367726,3.198382
19742,Szajk,45.9869356,18.5345339,2.93044
19743,Beled,47.4661125,17.0898826,3.407051
19744,Bordany,46.3216659,19.9216744,3.5134839999999996
19745,Deszk,46.218246,20.2378885,3.561578
19747,Foldes,47.2881601,21.3642071,3.601843
19748,Vonyarcvashegy,46.7641925,17.3095703,3.360025
19749,Ersekcsanad,46.2519609,18.9793252,3.451479
19750,Alsonemedi,47.3146713,19.165704,3.716504
19751,Oriszentpeter,46.8415658,16.4182244,3.067071
19752,Dunaszentgyorgy,46.530011,18.8118978,3.4014010000000003
19753,Devecser,47.104052,17.4364185,3.635986
19755,Hernad,47.1650755,19.4070801,3.614264
19942,Vitnyed,47.587121,16.979981600000002,3.133219
19943,Csorvas,46.6348863,20.8347918,3.697317
19944,Sarisap,47.6743594,18.6813525,3.4326489999999996
19945,Mad,48.191851799999995,21.2742214,3.327972
19946,Badacsonytomaj,46.8057988,17.514692999999998,3.3180629999999995
19947,Lakitelek,46.8736335,20.0003712,3.6485550000000004
19948,Val,47.3676021,18.6765141,3.4015730000000004
20142,Hajduhadhaz,47.6844833,21.6691853,4.095448
20342,Kakucs,47.2416179,19.3667431,3.437275
20343,Tarcal,48.1298284,21.3455658,3.4508650000000003
20344,Ulles,46.3371407,19.8486229,3.497206
20542,Nagydorog,46.62358370000001,18.6554107,3.4179699999999995
20543,Balatonkenese,47.0349778,18.1079681,3.504471
20544,Halaszi,47.8909561,17.329325100000002,3.4731949999999996
20545,Decs,46.2843291,18.7600689,3.6073480000000004
20546,Pellerd,46.0348577,18.153296,3.3441959999999997
20547,Nagyszenas,46.6715027,20.672749300000003,3.7050080000000003
20548,Baj,47.6489476,18.3644373,3.457882
20742,Vaskut,46.111566,18.9854333,3.534153
20743,Balatonvilagos,46.9641731,18.159314,3.071514
20744,Akaszto,46.6909821,19.206353600000003,3.5092019999999997
20942,Bajot,47.7258495,18.5579539,3.192289
20943,Kenderes,47.2477469,20.6720305,3.6671730000000005
20944,Kiskore,47.4994568,20.4925043,3.4237370000000005
