CityId,CityName,PopLog,eov_x,eov_y
10947,Encs,3.7924620000000004,803844.5801094512,333956.8681317753
10948,Pilisborosjeno,3.5280160000000005,645816.8686756341,251452.6243290897
10949,Kunszentmiklos,3.930185,655779.4822943088,186839.04164823555
11142,Szodliget,3.661907,657492.1025093105,265135.76941342634
11143,Dunavarsany,3.8739019999999997,651411.2998525568,214989.7831692887
11144,Bacsalmas,3.82588,671985.2497114927,87019.64395547658
11145,Nagytarcsa,3.5872620000000004,667770.9320227493,242561.72944980464
11146,Budajeno,3.273464,631663.3909209654,245781.11789919663
11147,Sumeg,3.791691,515628.7146442289,183100.7288547717
11342,Jaszarokszallas,3.892429,719964.211034765,256048.58668809262
11343,Gyonk,3.3151300000000004,606357.0213131182,134710.0690057918
11344,Tihany,3.13258,561966.5676641495,174873.29853015504
11345,Kunszentmarton,3.922881,744843.0672517059,166935.03253311143
11346,Harta,3.515211,648489.5519479408,150042.88255698467
11347,Balatonszemes,3.248709,553185.7866822681,163204.16167640025
11348,Kerepes,4.003762,668020.0865895306,246440.15209467354
11542,Fuzesabony,3.891035,752488.3596721138,268090.23572461266
11543,Berettyoujfalu,4.1809,838393.8359801151,211956.70910135066
11544,Kisber,3.7227980000000014,573347.8993590563,239980.4017434845
11545,Csopak,3.216957,564889.4549884659,181636.27612885874
11742,Szeghalom,3.9597569999999997,811291.8680866894,188539.05392017
11743,Cegledbercel,3.644143,697803.7803532782,208075.10123743638
11744,Totkomlos,3.7619279999999997,779864.8162846578,119962.68003106154
11942,Racalmas,3.652053,641780.8290972682,186863.42540316057
12342,Domsod,3.7551120000000004,646932.4363692314,194514.30927991652
12343,Csobanka,3.500374,643971.9559442913,255541.20592900715
12542,Janoshalma,3.951192,671275.5532126477,105894.21100584898
12543,Gomba,3.4730489999999996,686531.2045937915,225264.46168340655
12544,Tapioszecso,3.802979,692167.0631342313,234221.49583611154
12545,Csurgo,3.714833,499491.7853590741,104073.08645615203
12546,Boly,3.601625,608813.5900134221,69541.44701676656
12547,Tordas,3.32695,627730.4067666805,222330.40702978894
12548,Vasarosnameny,3.938019,893020.270306837,314325.2686990404
12549,Kecel,3.9388699999999996,665796.5429412504,131059.86147023368
12550,Labatlan,3.698275,609064.8602754909,266954.750150631
12742,Erdokertes,3.890533,669594.2135577515,258522.78112548176
12743,Visegrad,3.270213,644240.2606582675,271240.0173032185
12744,Jaszapati,3.9516769999999997,732365.4695597001,241624.48529153777
12942,Szentlorinc,3.8355639999999998,568054.8654023102,77992.10975561653
12943,Galgaheviz,3.397071,688213.7662789144,253278.9207685245
13142,Lajosmizse,4.044265,688824.1973963166,187027.0805685739
13342,Pecsvarad,3.6044419999999997,601585.3726922675,90890.61995633788
13542,Kozarmisleny,3.78597,591066.1972503241,78523.43191479653
13543,Martfu,3.8085480000000014,743806.0452747907,186787.02265410306
13544,Hajdunanas,4.22981,828147.8236827112,280656.31706123846
13742,Villany,3.3934,604030.0149119217,58512.724954456964
13743,Soskut,3.511215,633630.4406097629,228992.8753722796
13744,Balatonfuzfo,3.633368,573546.3266750032,191364.137579659
13745,Mezohegyes,3.6984480000000004,786475.5266560077,109262.7476439849
13746,Toalmas,3.5277589999999996,696421.1336966952,240808.35511795917
13942,Kiskunmajsa,4.070629,703116.5001111313,127589.55731214657
13943,Fehergyarmat,3.8954779999999998,908900.4555256407,299241.61080811685
14142,Nagykallo,3.9943169999999997,859122.3298623492,284916.2251195649
14143,Kartal,3.769968,686323.0175316158,258343.79862190713
14144,Janossomorja,3.7717339999999995,506815.11612069,273104.1576836335
14145,Szada,3.66764,669861.5007146002,254754.9628059961
14342,Balmazujvaros,4.239399,822613.7228727656,254506.98982473882
14343,Harkany,3.609061,586957.4063121998,56223.34523911335
14344,Dany,3.6555230000000014,687909.0512288484,242153.50898166196
14346,Sajoszentpeter,4.077913,773458.6962506558,320747.2192968495
14347,Simontornya,3.605089,611500.3249748017,157086.15328279266
14542,Bugyi,3.733839,657693.4153048085,208659.5704967961
14543,Csakvar,3.7177540000000002,605958.418649542,227699.1815675462
14544,Zanka,2.9670799999999997,546019.4012610744,170761.4669964036
14742,Tapioszentmarton,3.7270529999999997,702688.0479771714,222060.5071445227
14743,Fertoszentmiklos,3.590061,486805.0688530062,251684.41079896898
14744,Szigetmonostor,3.3560260000000004,654017.1797310057,260651.39852713293
14745,Szob,3.464638,636918.5673776749,274969.22555036977
14746,Batonyterenye,4.1005080000000005,708230.087127556,294977.00120709045
14747,Bag,3.5891669999999998,682447.0101559665,254520.1608305897
14748,Kunhegyes,3.874076,769592.1903487942,226361.7289123027
14749,Szokolya,3.2574389999999998,647118.6317333535,280344.3966262157
14750,Nyiradony,3.891983,864489.7102779809,264756.92640912044
14752,Csolnok,3.5122839999999997,625239.8189805688,261256.68940139376
14753,Mindszent,3.825101,737355.0710501736,131703.0263966504
14754,Ujszasz,3.803457,727370.6066161337,216104.10182595596
14755,Pokaszepetk,2.994757,491693.5257512439,177825.214137607
14756,Farmos,3.5588290000000002,710542.604982609,224490.280371794
14757,Devavanya,3.8820690000000004,795511.0889537431,189243.4604193699
14758,Jaszfenyszaru,3.7498139999999998,700363.8767185198,247474.7651516204
14759,Sukoro,3.11227,615959.9413322788,210974.1130703054
14760,Edeleny,4.000824,775153.3298866093,329154.8807114361
14761,Zamardi,3.373464,566047.0767762267,171233.30610044813
14942,Perbal,3.350054,628366.3750810038,249747.21761741117
14943,Gyorujbarat,3.794697,543938.1356745296,253127.17157358758
15142,Kistelek,3.846337,721713.424342617,125541.38768876967
15143,Kismaros,3.33264,647393.3903826618,275872.4992254827
15144,Tiszafoldvar,4.046105000000002,741798.202334826,182501.91505562986
15145,Almasfuzito,3.3372599999999997,591117.18287519,265033.58935136115
15146,Battonya,3.7454650000000003,802146.6703284457,106514.49691256875
15147,Putnok,3.821775,752913.2940002546,328789.80883731926
15342,Diosjeno,3.444669,649720.7669369895,288430.1874866425
15343,Sandorfalva,3.900531,731318.1273419494,114021.41559266168
15344,Mezokovacshaza,3.781684,794249.9701388432,119826.86189910377
15542,Tokod,3.624798,620844.8256469845,264447.0777011994
15544,Vasvar,3.6156339999999996,479249.70059622946,191889.70288015256
15545,Inarcs,3.6463059999999996,671296.985887821,213006.17275846237
15546,Hajdudorog,3.948804,833696.0038105261,277545.4344262803
15742,Hajos,3.4960989999999996,655363.0363099157,117089.72256857941
15942,Petfurdo,3.6736660000000003,579750.5875484083,202178.63120764273
15943,Babolna,3.562768,569702.9726608982,255924.91305041855
15944,Polgar,3.898451,804594.7142300773,282830.612509268
15945,Buk,3.543199,476803.2935528001,229143.48332461488
16143,Morahalom,3.782974,714973.4332060731,97212.8265776662
16144,Felsozsolca,3.829304,784912.6382663918,308894.9437868231
16342,Zsambok,3.372175,692093.1399115527,244507.01061416668
16343,Komadi,3.713659,835620.8993015059,187020.97784309118
16344,Hosszuheteny,3.542327,596339.1728396871,90986.47473235687
16346,Veszto,3.8247760000000004,818473.6005627364,177934.38282732182
16348,Fegyvernek,3.807197,761903.2741178384,213121.67668252042
16349,Tapiogyorgye,3.5424519999999995,718360.3976029531,221514.52493227262
16350,Lajoskomarom,3.324282,595825.3030061307,166636.69728384182
16351,Sarkad,4.000477,828499.6772185862,157995.99986526906
16353,Tok,3.131298,626237.507052012,246788.90927146404
16354,Repcelak,3.382737,496692.0450424147,232609.04159529915
16355,Dusnok,3.458336,643192.4361360598,116176.0568575699
16356,Hevizgyork,3.492062,685442.9131996499,254155.86288778327
16542,Perkata,3.5957169999999996,630447.288005218,189343.54096251816
16543,Bodajk,3.607562,588442.2909775793,220173.74520291464
16544,Tiszalok,3.741703,823707.9616856086,299822.2106198421
16545,Ujfeherto,4.11411,847397.6335285555,276342.8557634247
16546,Szikszo,3.7281910000000003,789754.8599239258,319244.2128354043
16547,Abadszalok,3.5935080000000004,766997.8812691278,238056.6122719049
16548,Adony,3.592399,636012.0144654383,197434.71357576628
16549,Sellye,3.4396480000000005,557124.7435159073,59470.16436628412
16550,Tapioszele,3.786893,712573.819379282,221229.51601723497
16551,Nagyvenyim,3.607562,635655.3304320269,179120.14116671335
16552,Koka,3.6465019999999995,690176.4386767157,238494.12577392318
16554,Revfulop,3.0261240000000003,541887.1676104204,165874.69264248482
16555,Letenye,3.6077769999999996,471380.74395906285,123630.63519863487
16556,Felsopakony,3.5369370000000004,664263.7763084751,222155.6362263871
16557,Herceghalom,3.3293980000000003,627203.5355057465,239188.72900956098
16743,Hegyeshalom,3.541454,508612.8881572958,287359.6866216729
16744,Mezocsat,3.770189,788959.5283957883,276514.8347656444
16745,Ibrany,3.8351830000000002,848217.8387491313,312162.07140900847
16746,Zalalovo,3.480151,462236.939954594,169841.06704219908
16747,Szabadszallas,3.770557,663343.4181848542,170123.4321048365
16748,Tass,3.4632959999999997,648838.4724461144,186207.3810462455
16749,Gyuro,3.0982979999999998,626844.3225571063,224893.60888213664
16750,Dunaegyhaza,3.177248,642838.2821790435,165819.9492550218
16751,Ajak,3.547529,873429.7258014379,319224.975493985
16752,Izsak,3.771146,673822.2813457224,161894.96664403757
16754,Dombrad,3.591065,863736.7694277787,324183.8033136071
16755,Szigliget,2.915927,526784.5720162103,163179.31936758585
16756,Nagymanyok,3.3565989999999997,604664.6419225516,104390.12695277896
16757,Uri,3.4289440000000004,685950.548868682,230056.30802967557
16942,Lorinci,3.7693769999999995,697238.7347501399,266441.2743718446
16943,Korosladany,3.661055,804472.98803277,181738.0678810054
16944,Orkeny,3.696007,679090.9641744713,198473.9077284834
16945,Ersekvadkert,3.5436959999999997,661306.8924004636,294729.1347914304
16946,Kapolnasnyek,3.5575069999999998,621594.322614183,210449.06471319695
16947,Balatonszarszo,3.275311,557433.6991690316,165387.95413589006
16948,Sutto,3.3044910000000005,604718.3178996413,268354.2948355605
16949,Fuzesgyarmat,3.7532,814168.4261612638,197871.3522223003
17142,Pilisjaszfalu,3.201943,630928.377261521,256737.1868647004
17143,Tapiobicske,3.537693,698289.5328463857,224441.71225844286
17144,Dunavecse,3.595165,644226.0939043656,174684.10010863628
17145,Cece,3.3977660000000003,617994.9888051932,158563.1399780848
17146,Szank,3.3747480000000003,698178.1650580055,134128.54763292242
17147,Derecske,3.9496830000000003,840609.612039372,226400.3847356677
17148,Csaszartoltes,3.366049,660072.5101560974,119844.09013752892
17149,Tompa,3.657343,687813.8066603186,95714.98548121452
17150,Nyekladhaza,3.699057,783081.3451147231,295807.47560349473
17151,Szigetcsep,3.365301,643932.4661427119,213679.3525683462
17152,Dunaszeg,3.3023309999999997,537019.9054552948,270632.9964725411
17153,Nadudvar,3.942901,809303.1626324062,233770.54662189208
17154,Ivancsa,3.462248,633595.2686564999,200379.447197162
17155,Szigetszentmarton,3.328176,643196.3390938562,209395.83250819257
17156,Sasd,3.516139,577448.8155889077,101706.78533387763
17157,Kulcs,3.4358440000000003,640036.7108758794,189871.57506857085
17158,Lanycsok,3.396025,617165.24845458,73441.72389987494
17159,Ujkigyos,3.718917,801510.2438426447,140896.75295952722
17160,Pocsmegyer,3.3055660000000002,653614.9217787582,263560.52278008434
17161,Gellenhaza,3.187521,477088.99578446243,159824.23346631025
17342,Mende,3.6236629999999996,680764.1975677214,231896.46126120357
17343,Nagyigmand,3.469527,577014.3615098638,255028.0928052083
17344,Alsozsolca,3.773567,786715.1723904696,304575.53825303743
17542,Bekesszentandras,3.575765,759592.8609910854,170723.3072065924
17742,Tet,3.588496,534713.1300559714,242466.68959427334
17743,Sukosd,3.5673790000000003,646028.2917612225,105153.6699136085
17744,Piliscsev,3.373647,632804.7113172996,258870.85803862376
17745,Kosd,3.420781,659617.7534718756,273683.36833648046
17942,Mezofalva,3.6699669999999998,629560.923138032,176508.0718688703
18142,Szederkeny,3.262451,603989.282975305,72931.67038932223
18542,Kerekegyhaza,3.79934,683125.6714900755,176941.93448048882
18543,Malyi,3.613947,782511.3460677466,298300.2947853744
18544,Bacsbokod,3.418135,658374.9941330487,86608.97020658106
18742,Melykut,3.705949,675599.5993252081,96792.18240877338
18743,Iklad,3.3207690000000003,679740.8507100217,257358.9162088546
18942,Karad,3.168203,557537.5231841428,150618.07078716916
19142,Polgardi,3.842859,593732.1426707539,190514.99327265532
19143,Rakoczifalva,3.729084,740108.8944122941,194646.13001492165
19144,Vacratot,3.271842,664172.6157863636,262864.7668068176
19145,Szegvar,3.647383,740007.3249760597,138535.501338891
19342,Nagyhalasz,3.7473339999999995,851839.6830137705,313360.14699921245
19343,Jaszdozsa,3.324282,722856.135150439,247384.77349766804
19344,Ivad,2.5634810000000003,725595.7384113582,297948.0075151657
19345,Szod,3.523096,660091.9488846712,263938.15384222224
19346,Ujhartyan,3.4440449999999996,675497.5296685064,208491.4486830686
19347,Balkany,3.7934410000000014,860782.6635548627,273381.6495281005
19542,Balatonfenyves,3.265761,531282.108897514,153774.95893237283
19543,Tarjan,3.4276480000000005,609315.8983109535,251800.93470601522
19544,Abrahamhegy,2.64836,537369.3931725314,164453.82208582002
19545,Tiszaalpar,3.6908160000000003,721865.4594773864,164619.22008458734
19546,Medgyesegyhaza,3.5671440000000003,802026.4003876917,130115.07615811606
19547,Csomad,3.198382,664222.3452875472,256806.60760592946
19742,Szajk,2.93044,610251.581391776,71494.63405054163
19743,Beled,3.407051,502437.9177416187,237645.09854292314
19744,Bordany,3.5134839999999996,717326.6543040939,108949.39878706215
19745,Deszk,3.561578,741853.0289450388,97775.75568591923
19747,Foldes,3.601843,825217.2179076353,218606.8526800572
19748,Vonyarcvashegy,3.360025,517259.4971337016,159242.6996963875
19749,Ersekcsanad,3.451479,644745.190746404,100827.40918360626
19750,Alsonemedi,3.716504,658940.4884602879,218965.94931554337
19751,Oriszentpeter,3.067071,449488.98950137594,169741.2926214908
19752,Dunaszentgyorgy,3.4014010000000003,631927.5378839655,131760.94053368707
19753,Devecser,3.635986,527725.852601342,196806.84750507408
19755,Hernad,3.614264,677265.6468821836,202391.36248246414
19942,Vitnyed,3.133219,494511.3630901049,251307.10257169974
19943,Csorvas,3.697317,786844.9096364449,144954.66821283285
19944,Sarisap,3.4326489999999996,622509.6120102252,259012.50893854586
19945,Mad,3.327972,815552.5365368873,318845.85956355743
19946,Badacsonytomaj,3.3180629999999995,533015.4270333743,163538.8441107386
19947,Lakitelek,3.6485550000000004,722639.799357216,170372.9618628606
19948,Val,3.4015730000000004,621984.0217982912,224910.47532470335
20142,Hajduhadhaz,4.095448,846797.7331217757,263371.8649209731
20342,Kakucs,3.437275,674172.8068715441,210887.08221450483
20343,Tarcal,3.4508650000000003,821057.9168394653,312105.04618183174
20344,Ulles,3.497206,711683.2278019848,110609.27406510839
20542,Nagydorog,3.4179699999999995,619974.2871177659,142210.76805919595
20543,Balatonkenese,3.504471,578599.3413760464,188296.5457870784
20544,Halaszi,3.4731949999999996,521522.9195816925,284444.08547942963
20545,Decs,3.6073480000000004,627850.5142486634,104464.16308910165
20546,Pellerd,3.3441959999999997,580770.8720286248,77087.90413292452
20547,Nagyszenas,3.7050080000000003,774355.6208933921,148753.39203637774
20548,Baj,3.457882,598687.6170784547,256347.31504195704
20742,Vaskut,3.534153,645203.6499462185,85220.25813549505
20743,Balatonvilagos,3.071514,582411.9113020564,180380.45545528666
20744,Akaszto,3.5092019999999997,662153.8780426132,149639.38859969453
20942,Bajot,3.192289,613279.4182500815,264788.0249554843
20943,Kenderes,3.6671730000000013,772970.0828097549,212795.89348468743
20944,Kiskore,3.4237370000000005,758865.7791509987,240507.510002425
20945,Zalakaros,3.266232,502390.10608164745,136974.29714753325
20946,Korostarcsa,3.393926,800595.8014752305,172186.501934252
20947,Jaszszentandras,3.3864989999999997,734642.9552113665,249468.78717790075
20948,Nyaregyhaza,3.5859120000000004,684447.3513198706,213287.05450383146
20949,Pakozd,3.505014,611774.0916391589,208218.41553979027
