InvitorCityId,CityId,weight
379,379,0.32434576151012307
380,379,1.4962342193152482
381,379,1.4513486690279136
382,379,1.547981664124015
383,379,1.5379466011715501
384,379,1.5103865659695388
385,379,1.1949155172134263
386,379,1.378643214384371
387,379,1.48624252914024
388,379,1.5817863811035904
389,379,1.3273625827435553
390,379,1.2553570036724147
391,379,1.640282587785199
392,379,1.060391075847912
393,379,1.4556172111612304
394,379,1.330522333194502
395,379,0.7058216214566732
396,379,1.300849155163006
397,379,1.3534326966358896
398,379,1.4730452875285456
399,379,1.6685268288041069
1682,379,0.7640594384327003
1702,379,1.5107485355932966
1722,379,0.5211616330966528
1742,379,1.1854193964301882
1762,379,0.6173746220876151
1782,379,1.0801502258283744
1802,379,0.7541830711463144
1822,379,1.9872514892117548
1842,379,1.8168055011541426
1862,379,1.1977031913123406
1882,379,0.6605552795584813
1902,379,0.6889008896784943
1922,379,1.1925441085023132
1942,379,0.6812658526731926
1962,379,1.133459019998278
1982,379,1.1991995255732784
2002,379,1.2710283164726612
2003,379,0.5868525219103221
2022,379,0.7036551581583604
2023,379,0.9707789171582248
2042,379,0.6352093434537263
2062,379,1.279751113213015
2063,379,1.3139736995402644
2082,379,1.0806745879814423
2083,379,1.672616814055632
2084,379,1.4500101755059984
2102,379,1.824549292051046
2103,379,0.9903987040278769
2104,379,1.2878542883066382
2105,379,0.6309699356080539
2122,379,0.832909122935104
2142,379,1.0608719606852628
2143,379,1.6894806201076367
2144,379,1.6405284995041316
2145,379,1.303406701314123
2146,379,0.8743997901649949
2147,379,1.2470322937863831
2342,379,0.9923900754128022
2742,379,1.3862943611198906
2743,379,1.0438040521731147
2744,379,0.5144553918165694
2942,379,0.44236966504361536
2943,379,0.6190392084062235
2944,379,1.3025244780544318
3142,379,1.3099213823353166
3143,379,1.5040773967762742
3342,379,0.8792494601938059
3542,379,1.215022640512521
3543,379,1.2237754316221157
3742,379,0.6931471805599453
3942,379,1.341173925839421
3943,379,0.6046684518763658
3944,379,1.1221427860783038
3945,379,2.5336968139574325
4142,379,1.0608719606852628
4143,379,0.8754687373538999
4144,379,0.6004377824556778
4342,379,1.285198244248522
4542,379,1.000631880307906
4543,379,0.7186804825651101
4544,379,0.6931471805599453
4742,379,1.9661128563728327
4743,379,1.9095425048844386
4744,379,1.0055218656020977
4942,379,0.941608539858445
5142,379,0.4776275543563949
5143,379,0.6029960835656478
5144,379,0.8472978603872037
5145,379,1.3862943611198906
5342,379,1.6247053845648889
5343,379,1.7047480922384253
5344,379,1.0986122886681098
5345,379,1.1913940221190757
5346,379,1.129864832172214
5542,379,1.4781019103730135
5543,379,0.8979415932059586
5742,379,1.1676051601550612
5743,379,0.6834852696482084
5942,379,0.6995369786587163
6142,379,0.9473813189441862
6143,379,0.47198579044972677
6144,379,1.6863989535702288
6145,379,2.1972245773362196
6146,379,1.3643154544011153
6342,379,0.7472144018302211
6343,379,0.4228568508200336
6542,379,0.8064758658669484
6543,379,0.7884573603642702
6742,379,1.074514737089049
6743,379,1.749199854809259
6744,379,1.2039728043259361
6745,379,1.349926716949016
6746,379,1.4350845252893227
6747,379,0.8649974374866046
6942,379,1.0986122886681098
7142,379,1.4213856809311607
7143,379,0.6931471805599453
7144,379,1.6094379124341003
7145,379,1.3523928094442093
7343,379,1.252762968495368
7542,379,0.4595323293784402
7742,379,0.8415671856782186
7743,379,0.7156200364120039
7942,379,0.8754687373538999
7943,379,0.7801585575495751
7944,379,1.8325814637483102
8142,379,1.4586150226995167
8143,379,1.0986122886681098
8144,379,0.7691330875378672
8145,379,1.4350845252893227
8342,379,1.4170660197866443
8343,379,0.5179430915348547
8344,379,0.5630940523117476
8345,379,2.0149030205422647
8542,379,0.8001193001121132
8543,379,1.0296194171811581
8544,379,0.5108256237659907
8742,379,1.8325814637483102
8743,379,0.9019019944220554
8744,379,0.7654678421395714
8745,379,1.5040773967762742
8942,379,1.3217558399823195
8943,379,0.6337237600891445
8945,379,1.2237754316221157
8946,379,0.8397506547518206
8947,379,1.6094379124341003
8948,379,0.9420432279765697
9142,379,1.1169614273363062
9143,379,1.2992829841302609
9144,379,1.580450375560848
9145,379,0.5668534552356532
9146,379,0.8754687373538999
9342,379,0.9808292530117262
9343,379,1.1786549963416462
9542,379,0.898999234764094
9544,379,1.491654876777717
9545,379,0.8362480242006186
9546,379,1.563975538357343
9742,379,1.2237754316221157
9942,379,0.5212969236332861
9943,379,0.9664405155596265
9944,379,0.3364722366212129
9945,379,2.0281482472922856
9946,379,0.262364264467491
9947,379,1.252762968495368
9948,379,1.041453874828161
9949,379,0.9382696385929302
9950,379,1.0647107369924282
9951,379,1.5198257537444133
9952,379,1.0986122886681098
9953,379,0.6795415285041666
9954,379,0.6725278933572097
9955,379,1.0360919316867756
10142,379,0.38526240079064494
10342,379,0.9343092373768334
10343,379,1.157452788691043
10344,379,1.1420974006078484
10345,379,1.5040773967762742
10346,379,1.2163953243244932
10542,379,0.6763400622435641
10742,379,0.4700036292457356
10743,379,1.0986122886681098
10744,379,1.791759469228055
10745,379,0.6190392084062235
10746,379,0.6931471805599453
10942,379,1.349926716949016
10943,379,0.6931471805599453
10944,379,0.5904930264998619
10945,379,0.6931471805599453
10946,379,1.252762968495368
10947,379,2.3025850929940455
10948,379,0.6061358035703156
10949,379,0.7282385003712154
11142,379,0.7827593392496325
11143,379,0.7922380832041762
11144,379,0.9444616088408514
11145,379,0.5634693572514127
11146,379,0.579818495252942
11147,379,0.8472978603872037
11342,379,0.9694005571881036
11343,379,1.1895840668738362
11344,379,0.6190392084062235
11345,379,1.3350010667323402
11346,379,0.5596157879354228
11347,379,0.4274440148269396
11348,379,0.6325225587435105
11542,379,1.349926716949016
11543,379,1.466337068793427
11545,379,1.55814461804655
11742,379,0.7884573603642702
11743,379,0.9650808960435872
11744,379,0.40546510810816444
11942,379,2.0794415416798357
12342,379,0.916290731874155
12343,379,0.7654678421395714
12542,379,1.6094379124341003
12543,379,0.8556661100577202
12544,379,0.7884573603642702
12545,379,2.4849066497880004
12546,379,1.6094379124341003
12547,379,0.3022808718729337
12549,379,1.5040773967762742
12550,379,1.749199854809259
12742,379,0.7419373447293773
12743,379,0.4700036292457356
12744,379,0.5596157879354228
12942,379,1.3217558399823195
12943,379,0.6061358035703156
13142,379,1.4350845252893227
13342,379,1.824549292051046
13542,379,1.625967214385311
13543,379,0.916290731874155
13544,379,1.0986122886681098
13742,379,0.6931471805599453
13743,379,0.6286086594223742
13744,379,0.6061358035703156
13745,379,1.0296194171811581
13746,379,0.8109302162163288
13942,379,2.3978952727983707
13943,379,0.8109302162163288
14143,379,1.9459101490553135
14145,379,0.9734491457141037
14342,379,0.8266785731844679
14343,379,1.8718021769015913
14344,379,0.916290731874155
14346,379,0.8938178760220964
14347,379,2.1972245773362196
14542,379,0.7339691750802004
14543,379,1.1451323043030026
14544,379,0.2006706954621511
14742,379,0.8472978603872037
14744,379,0.5306282510621704
14745,379,0.9808292530117262
14746,379,1.067840630001356
14747,379,1.1349799328389845
14749,379,1.55814461804655
14750,379,1.5040773967762742
14752,379,1.1700712526502546
14753,379,1.5040773967762742
14754,379,1.0986122886681098
14755,379,1.2039728043259361
14756,379,0.916290731874155
14758,379,1.3862943611198906
14759,379,0.587786664902119
14760,379,1.3350010667323402
14761,379,0.9444616088408514
14942,379,0.9555114450274363
14943,379,1.4469189829363254
15142,379,1.252762968495368
15143,379,0.8064758658669484
15144,379,0.916290731874155
15147,379,0.6931471805599453
15342,379,0.9382696385929302
15343,379,1.3862943611198906
15344,379,1.791759469228055
15542,379,1.252762968495368
15544,379,2.0794415416798357
15545,379,0.4595323293784402
15546,379,2.1400661634962708
15742,379,1.252762968495368
15943,379,1.9459101490553135
15944,379,1.6094379124341003
15945,379,1.3217558399823195
16144,379,1.0986122886681098
16342,379,0.8649974374866046
16343,379,0.5108256237659907
16344,379,2.1972245773362196
16346,379,2.0794415416798357
16350,379,0.40546510810816444
16351,379,1.3862943611198906
16353,379,0.7731898882334817
16354,379,0.9808292530117262
16355,379,1.252762968495368
16356,379,1.3862943611198906
16542,379,1.8971199848858813
16543,379,1.0986122886681098
16544,379,-0.0
16545,379,0.5596157879354228
16546,379,1.0986122886681098
16547,379,0.8472978603872037
16548,379,1.9459101490553135
16550,379,0.6931471805599453
16551,379,1.0608719606852628
16552,379,0.587786664902119
16554,379,0.2076393647782445
16555,379,0.40546510810816444
16556,379,0.6286086594223742
16557,379,0.6931471805599453
16743,379,1.0116009116784799
16746,379,0.916290731874155
16747,379,1.7346010553881064
16748,379,0.5108256237659907
16749,379,0.6931471805599453
16751,379,1.0986122886681098
16752,379,1.9459101490553135
16754,379,0.5108256237659907
16755,379,0.6931471805599453
16756,379,0.6931471805599453
16757,379,0.6931471805599453
16942,379,1.5040773967762742
16943,379,1.5040773967762742
16944,379,0.40546510810816444
16945,379,1.3862943611198906
16946,379,1.0216512475319814
16947,379,1.5040773967762742
16948,379,1.3862943611198906
16949,379,1.0986122886681098
17142,379,0.4989911661189879
17144,379,1.252762968495368
17145,379,0.5108256237659907
17148,379,0.6931471805599453
17150,379,1.2039728043259361
17151,379,1.3862943611198906
17152,379,0.5596157879354228
17153,379,1.0986122886681098
17154,379,0.6931471805599453
17155,379,0.916290731874155
17156,379,1.3862943611198906
17157,379,0.916290731874155
17158,379,0.6931471805599453
17159,379,1.466337068793427
17160,379,1.3862943611198906
17342,379,1.252762968495368
17344,379,-0.0
17542,379,-0.0
17743,379,0.6931471805599453
17744,379,1.6094379124341003
17745,379,1.6094379124341003
17942,379,1.0986122886681098
18543,379,1.6739764335716716
18544,379,0.6931471805599453
18743,379,1.0296194171811581
18942,379,2.0794415416798357
19142,379,1.466337068793427
19144,379,1.0986122886681098
19145,379,1.6094379124341003
19344,379,1.5040773967762742
19345,379,0.7621400520468967
19346,379,1.2237754316221157
19347,379,1.6094379124341003
19542,379,0.8109302162163288
19543,379,1.2992829841302609
19544,379,0.5306282510621704
19546,379,0.6190392084062235
19547,379,0.9555114450274363
19743,379,0.40546510810816444
19745,379,0.916290731874155
19747,379,-0.0
19748,379,2.5649493574615367
