CityId,InvitorCityId,p,NumOutInvs
380,379,0.008628376935733035,687
381,379,0.00719659386342799,573
382,379,0.009896886499792769,788
383,379,0.009369387473154068,746
384,379,0.008314389419876665,662
385,379,0.0037804096909106895,301
386,379,0.0049735622511648935,396
387,379,0.007761771391969455,618
388,379,0.0043958252219891735,350
389,379,0.003290589166174753,262
390,379,0.002989161150952638,238
391,379,0.0023360671179713894,186
392,379,0.0016578540837216312,132
393,379,0.002838447143341581,226
394,379,0.00491076474799362,391
395,379,0.006417904824104193,511
396,379,0.003931123698521746,313
397,379,0.0029138041471471095,232
398,379,0.0019718415995780007,157
399,379,0.0014820210748420642,118
1682,379,0.004835407744188091,385
1702,379,0.002097436605920549,167
1722,379,0.002549578628753721,203
1742,379,0.0028007686414388165,223
1762,379,0.0054257042739980655,432
1782,379,0.00375529068964218,299
1802,379,0.0020471986033835294,163
1822,379,0.0017708895894299242,141
1842,379,0.001720651586892905,137
1862,379,0.0014317830723050453,114
1882,379,0.006669094836789289,531
1902,379,0.003504100676957084,279
1922,379,0.0008917245450320895,71
1942,379,0.0018336870926011983,146
1962,379,0.0012559500634254782,100
1982,379,0.0016578540837216312,132
2002,379,0.000979641049471873,78
2003,379,0.0018085680913326886,144
2022,379,0.002323507617337135,185
2023,379,0.000753570038055287,60
2042,379,0.0017583300887956694,140
2062,379,0.001331307067231007,106
2063,379,0.001105236055814421,88
2082,379,0.0014820210748420642,118
2083,379,0.000979641049471873,78
2084,379,0.0010047600507403825,80
2102,379,0.0005023800253701913,40
2103,379,0.0012559500634254782,100
2104,379,0.0007410105374210321,59
2105,379,0.002135115107823313,170
2122,379,0.0005274990266387009,42
2142,379,0.0007284510367867774,58
2143,379,0.000690772534884013,55
2144,379,0.0009419625475691086,75
2145,379,0.0007284510367867774,58
2146,379,0.0012559500634254782,100
2147,379,0.0005777370291757199,46
2342,379,0.001218271561522714,97
2742,379,0.0004898205247359365,39
2743,379,0.0007284510367867774,58
2744,379,0.0015322590773790834,122
2942,379,0.0018588060938697078,148
2943,379,0.0013941045704022807,111
2944,379,0.0007284510367867774,58
3142,379,0.0007912485399580513,63
3143,379,0.0003767850190276435,30
3342,379,0.0003516660177591339,28
3542,379,0.00028886851458785997,23
3543,379,0.0003767850190276435,30
3742,379,0.002059758104017784,164
3942,379,0.00043958252219891735,35
3943,379,0.002097436605920549,167
3944,379,0.0003391065171248791,27
3945,379,0.00028886851458785997,23
4142,379,0.00016327350824531218,13
4143,379,0.00043958252219891735,35
4144,379,0.0015322590773790834,122
4342,379,0.0003767850190276435,30
4542,379,0.0005526180279072105,44
4543,379,0.0006154155310784844,49
4544,379,0.0011554740583514399,92
4742,379,0.0003893445196618982,31
4743,379,0.0003893445196618982,31
4744,379,0.0004270230215646626,34
4942,379,0.0006405345323469939,51
5142,379,0.0011554740583514399,92
5143,379,0.0005400585272729556,43
5144,379,0.000401904020296153,32
5145,379,0.00046470152346742694,37
5342,379,0.00046470152346742694,37
5343,379,0.00031398751585636956,25
5344,379,0.00015071400761105738,12
5345,379,0.00046470152346742694,37
5346,379,0.00046470152346742694,37
5542,379,0.00023863051205084087,19
5543,379,0.0003893445196618982,31
5742,379,0.0003391065171248791,27
5743,379,0.0009294030469348539,74
5942,379,0.001205712060888459,96
6142,379,0.0004898205247359365,39
6143,379,0.001029879052008892,82
6144,379,0.0001381545069768026,11
6145,379,0.00026374951331935043,21
6146,379,0.0004144635209304078,33
6342,379,0.00017583300887956694,14
6343,379,0.0003391065171248791,27
6542,379,0.0006782130342497582,54
6543,379,0.0004270230215646626,34
6742,379,0.00025119001268509564,20
6743,379,0.0002135115107823313,17
6744,379,0.00025119001268509564,20
6745,379,0.0003767850190276435,30
6746,379,0.000401904020296153,32
6747,379,0.00031398751585636956,25
6942,379,0.00011303550570829304,9
7142,379,0.0003391065171248791,27
7143,379,0.00022607101141658607,18
7144,379,0.0003767850190276435,30
7145,379,0.00016327350824531218,13
7343,379,0.00028886851458785997,23
7542,379,0.0010801170545459112,86
7742,379,0.0005274990266387009,42
7743,379,0.0008414865424950704,67
7942,379,0.00030142801522211476,24
7943,379,0.000514939526004446,41
7944,379,0.00010047600507403825,8
8142,379,0.00047726102410168173,38
